net,local_idx,best_k,gcd_k_n,phase_mae_deg,radius_cv,mean_radius,phi,mean_abs_deg,max_abs_deg,gauge_deg,rho_even,rho_odd,q_odd_over_even,radius_parity_separation,domain_exact,f_decoder_exact,q_certified,q_break_at,composition_exact,substitution_exact,family
163,84,9,1,0.15393416959940667,0.06949973040952977,3.9853988533164246,0.6172136402036957,0.2553409136949778,0.7150175195245911,-35.363737530533086,4.0518838594239615,3.9189138472088887,0.9671831629858274,0.03336429228518059,True,True,False,gcd_k_not_2,False,True,FAMILY_F
165,85,8,2,8.991959042034374,0.6131214545355385,5.748421109718677,2.500132759359667,13.374431702418589,27.368955500222874,-143.4740805280453,9.08780907108591,2.409033148351443,0.2650840405545168,1.161845278078683,True,False,True,,False,False,FAMILY_Q
166,86,7,1,0.11119661912893498,0.04538125886243224,4.007601623251463,2.94595547173988,0.17786772444619459,0.57545463958006,-168.79081504091468,4.058656602941413,3.956546643561513,0.9748414390845733,0.025479069273621105,True,True,False,gcd_k_not_2,False,True,FAMILY_F
169,87,3,1,0.1643925347329061,0.05459213517361993,3.9452984690062394,-1.3408875403673117,0.23303678103379236,0.7418992926387089,76.82719674318656,4.037545746011005,3.853051192001473,0.9543052721590071,0.04676314237285143,True,True,False,gcd_k_not_2,False,True,FAMILY_F
171,88,1,1,0.17176064638374733,0.04443945657612387,3.9180088205256496,-1.6375376948845413,0.2445566243139288,0.7960688917884505,93.82399938049292,3.881754164879388,3.9542634761719113,1.018679521734931,0.018506673826935244,True,True,False,gcd_k_not_2,False,True,FAMILY_F
174,89,7,1,0.17258097335261038,0.06385528245994662,4.041225108199545,-2.7963836103348663,0.29511544980949395,0.927905512233043,160.2209774858301,4.140699227165526,3.941750989233565,0.9519529849869949,0.049229684713256845,True,True,False,gcd_k_not_2,False,True,FAMILY_F
177,90,7,1,0.15315963979549074,0.05945007222829881,3.9782097792577646,-2.883587684131663,0.23977781913255983,0.5307361297142429,165.21740352201545,4.031177367101163,3.925242191414365,0.9737210333260586,0.02662885608474951,True,True,False,gcd_k_not_2,False,True,FAMILY_F
178,91,3,1,0.14708905501382713,0.053103399154457144,3.8146735526551643,1.5866896626659943,0.22291044404219282,0.9028750655001031,-90.9106211201797,3.8155169714793926,3.8138301338309346,0.9995579006302246,0.00044219711730874076,True,True,False,gcd_k_not_2,False,True,FAMILY_F
180,92,3,1,0.22326012096973213,0.08728297804332602,4.089882196011881,2.2971185030142496,0.39519621788942,0.9426849200984092,-131.61519592829657,4.069722973102048,4.110041418921714,1.0099069263648022,0.009858094655875652,True,True,False,gcd_k_not_2,False,True,FAMILY_F
181,93,3,1,0.211443625075076,0.11597283052154903,3.903152499570394,-2.5038845437111714,0.36390681954461,1.0088956286302162,143.4620150931055,3.844576485739604,3.9617285134011837,1.0304720241868313,0.030014719556685044,True,True,False,gcd_k_not_2,False,True,FAMILY_F
182,94,1,1,0.1260160773309245,0.04393174090447531,3.9352564347584633,0.38066624727408943,0.21283285022099502,0.5327191059573544,-21.8105696365687,3.856666821900049,4.013846047616877,1.0407551994961781,0.03994129183768807,True,True,False,gcd_k_not_2,False,True,FAMILY_F
183,95,8,2,8.822007794210684,0.5990856878665484,5.739870164844951,-0.6689840677781049,13.125917732730443,26.803449067558116,38.11576902181946,8.998865905934945,2.4808744237549583,0.2756874532510556,1.1355642714883698,True,False,True,,False,False,FAMILY_Q
185,96,3,1,0.19013339932026682,0.06878132713646941,3.8306972941642363,2.7418059932085073,0.3032077144601991,0.7807345177575389,-157.09391016228327,3.8213609100853767,3.8400336782430964,1.0048864183721664,0.004874508927177868,True,True,False,gcd_k_not_2,False,True,FAMILY_F
186,97,1,1,0.10961106931884623,0.04833165390529492,3.9975872373870884,1.2703817010587906,0.18581601964746974,0.6600003104347417,-72.78751014997893,4.027683920767491,3.9674905540066874,0.9850550917239469,0.015057424187732697,True,True,False,gcd_k_not_2,False,True,FAMILY_F
188,98,7,1,0.1814216126643721,0.05045329687146547,4.028371346701541,2.7114836608121764,0.32795941730455125,0.8461012680626707,-155.3565680509641,4.02813652228442,4.028606171118662,1.0001165920846138,0.00011658528815291973,True,True,False,gcd_k_not_2,False,True,FAMILY_F
189,99,7,1,0.15675033183900303,0.0601371746096324,4.0052688111811605,-2.3349737688941268,0.25354557451914994,0.6099870516468772,133.78414233378345,4.0217377179924245,3.988799904369896,0.9918100542769929,0.008223621228762181,True,True,False,gcd_k_not_2,False,True,FAMILY_F
