net,domain_exact,best_k,gcd_k_n,phase_mae_deg,mean_abs_deg,q_odd_over_even,radius_parity_separation,f_decoder_acc,f_decoder_exact,q_decoder_acc,q_decoder_exact,q_certified,q_break_at,composition_acc,composition_exact,substitution_acc,substitution_exact,family
419,True,7,1,0.26098587465067924,0.4050116885845945,0.9997597598544891,0.00024026900664150965,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
422,True,3,1,0.20537720707435853,0.3621644141535451,0.9905984377205131,0.009445965696881442,1.0,True,,False,False,gcd_k_not_2,0.1,False,1.0,True,FAMILY_F
424,True,3,1,0.22187228541638057,0.29006795398566937,0.9926963088960984,0.007330460814621258,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
426,True,1,1,0.16781109489548546,0.2232058450383522,1.0008387792439908,0.0008384276161498272,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
427,True,9,1,0.222459994050016,0.35686467500006264,0.9796397617395405,0.020569639642485902,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
428,True,7,1,0.1588139979334888,0.26142953627777565,0.9782182620128274,0.02202157204332934,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
431,True,7,1,0.1865864711882629,0.32503617142640817,0.989078710110351,0.010981254622189527,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
436,True,2,2,9.154568469159804,13.611963544538494,0.29233910048148176,1.0951628705730063,0.4,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
439,True,9,1,0.28931939447419025,0.47935836869197956,0.980908363033997,0.01927563871431381,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
441,True,9,1,0.15636684046226032,0.23450822676050367,0.977021289538068,0.023245789596227376,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
